cust_id,Customer Name,Signup_Dt,City,Loyalty Tier,Age Group,Preferred Device,Gender,Acquisition_Channel,Preferred_Trip_Type
CUST02520,Kritika Patel,02-10-2024,Agra,None,45-54,,F,Email Campaign,
CUST02521,Anjali Agarwal,27-01-2025,New Delhi ,Silver,45-54,Android,F,Paid Ads,
CUST02522,Shreya Joshi,2025/12/03,Lucknow,None,55+,,,Referral,Leisure
CUST02523,Aditya Malhotra,14-04-2026,Mumbai,None,18-24,,M,Social Media,Leisure
CUST02524,Shalini Sharma,2024/03/14,Ahmedabad,None,55+,Web,F,Social Media,Family
CUST02525,Gaurav Das,01-08-2026,Jaipur,Silver,18-24,Web,M,Referral,Solo
CUST02526,Arjun Joshi,2025/12/21,Chennai,platinum,55+,android,,Paid Ads,
CUST02527,Meera Kumar,19-11-2023,varanasi,none,,Web,F,Email Campaign,Business
CUST02528,Isha Menon,01-05-2024,Jaipur,Platinum,18-24,,F,Organic Search,
CUST02529,Kritika Agarwal,02-06-2025,Chennai,None,25-34,,F,Email Campaign,
CUST02530,Sunita Patel,2025/07/31,Manali,Silver,,,F,App Install,
CUST02531,Kavita Kapoor,2026/03/23,New Delhi,GOLD,18-24,,F,Referral,
CUST02532,Rohan Malhotra,2024/01/28,Darjeeling,Gold,25-34,Android,M,Organic Search,Business
CUST02533,Pooja Sharma,24-06-2025,Agra,None,55+,,F,Paid Ads,Family
CUST02534,Vikram Banerjee,12-11-2023,Mysuru,None,45-54,Web,M,Referral,Leisure
CUST02535,Vivek Mehta,04-08-2025,Ahmedabad,Gold,45-54,,M,Paid Ads,Business
CUST02536,Anil Verma,2026/08/23,Rishikesh,Silver,45-54,,M,Email Campaign,
CUST02537,Ashish Joshi,10-03-2024,Goa,None,55+,Android,M,App Install,Leisure
CUST02538,Pankaj Rao,25-12-2024,Darjeeling,None,35-44,,M,Email Campaign,Leisure
CUST02539,Arjun Kapoor,17-01-2025,Bengaluru ,silver,,,M,App Install,Honeymoon
CUST02540,Ashish Gupta,16-06-2025,Jaipur,silver,18-24,Android,M,Referral,
CUST02541,Neha Singh,2023/12/09,MUMBAI,Platinum,18-24,,F,Social Media,Solo
CUST02542,Karan Joshi,2024/09/25,Goa,,55+,Web,M,Organic Search,
CUST02543,Anil Gupta,2025/04/11,Agra,Platinum,25-34,Web,M,Organic Search,Family
CUST02544,Gaurav Joshi,2025/08/22,Bombay,Gold,,,M,Paid Ads,
CUST02545,Isha Agarwal,22-05-2024,Goa,GOLD,35-44,,F,Social Media,Family
CUST02546,Priya Iyer,2026/03/14,Hyderabad,Silver,35-44,,F,Social Media,Solo
CUST02547,Aditya Iyer,09-05-2024,Amritsar,Silver,55+,,,Email Campaign,
CUST02548,Shalini Gupta,2025/04/20,Kolkata,None,18-24,,F,Paid Ads,
CUST02549,Nikhil Sharma,2023/11/13,Rishikesh,Platinum,25-34,Web,M,Referral,Family
CUST02550,Rohan Mehta,11-11-2025,Ahmedabad,None,18-24,Android,,Social Media,Family
CUST02551,Deepak Mehta,18-12-2025,Ahmedabad,Silver,35-44,,M,Email Campaign,
CUST02552,Swati Nair,10-06-2026,Darjeeling,None,35-44,,,Organic Search,Business
CUST02553,Divya Kumar,2023/12/31,Darjeeling,GOLD,55+,Android,,App Install,
CUST02554,Ananya Agarwal,16-07-2024,Ahmedabad,None,55+,iOS,F,Email Campaign,Family
CUST02555,Priya Verma,20-06-2026,Chennai,None,18-24,Web,F,Organic Search,Solo
CUST02556,Anjali Kapoor,2026/03/13,Udaipur,None,25-34,iOS,F,App Install,Family
CUST02557,Manoj Reddy,2024/08/23,Darjeeling,None,18-24,,,Organic Search,
CUST02558,Anil Singh,2024/10/10,Udaipur,Silver,55+,android,M,Paid Ads,Business
CUST02559,Nikhil Mehta,2025/08/31,Jodhpur,Silver,25-34,,,Email Campaign,Honeymoon
CUST02560,Nisha Rao,21-11-2024,Darjeeling,Silver,,,F,App Install,Leisure
CUST02561,Ritu Kapoor,2024/10/11,Hyderabad,GOLD,45-54,,F,App Install,
CUST02562,Meera Malhotra,2026/07/28,Darjeeling,Gold,25-34,Android,F,Organic Search,Business
CUST02563,Vivek Gupta,2026/06/30,bengaluru,Silver,55+,IOS,M,Paid Ads,
CUST02564,Shreya Agarwal,03-12-2025,Shimla,Platinum,45-54,,F,Referral,Leisure
CUST02565,Pankaj Mehta,2025/05/18,Jaipur,Gold,45-54,iOS,M,Paid Ads,Family
CUST02566,Ravi Banerjee,11-01-2026,Bengaluru ,none,18-24,,M,Paid Ads,
CUST02567,Suresh Joshi,2023/11/24,Chennai,Silver,45-54,Web,M,Referral,Family
CUST02568,Rohan Chopra,08-04-2024,Hyderabad,None,18-24,,,Email Campaign,Business
CUST02569,Suresh Verma,26-10-2023,Lucknow,Silver,55+,,M,Email Campaign,Business
CUST02570,Sneha Rao,2025/05/25,Shimla,Silver,18-24,,F,Referral,Honeymoon
CUST02571,Deepika Gupta,2026/03/29,Amritsar,Silver,18-24,Web,,Email Campaign,Family
CUST02572,Arjun Sharma,2024/02/09,bengaluru,Silver,25-34,Web,M,Referral,
CUST02573,Deepika Das,2025/03/14,Udaipur,Silver,35-44,IOS,F,Referral,
CUST02574,Anil Kapoor,2026/07/20,Ahmedabad,Platinum,,,,Paid Ads,Leisure
CUST02575,Meera Verma,2026/04/03,Shimla,Silver,25-34,,F,Email Campaign,Solo
CUST02576,Gaurav Reddy,12-06-2025,Jaipur,None,,,M,Paid Ads,Honeymoon
CUST02577,Ritu Mehta,2026/01/02,Jaipur,Silver,18-24,android,F,Email Campaign,
CUST02578,Vivek Mehta,2026/01/04,Shimla,None,55+,iOS,M,Email Campaign,Solo
CUST02579,Rohan Patel,2026/05/28,Agra,None,35-44,,M,Organic Search,
CUST02580,Pankaj Sharma,22-11-2025,Hyderabad,None,,,M,Organic Search,Solo
CUST02581,Rahul Patel,06-08-2026,Manali,Platinum,45-54,IOS,M,Paid Ads,
CUST02582,Vinay Joshi,2025/02/21,Manali,None,35-44,,M,Social Media,Leisure
CUST02583,Isha Das,23-02-2024,Rishikesh,Platinum,55+,,,Referral,Business
CUST02584,Anita Mehta,2025/08/14,Chennai,None,18-24,,,Referral,
CUST02585,Nikhil Iyer,02-11-2025,Amritsar,Platinum,18-24,Web,M,Email Campaign,Family
CUST02586,Aditya Reddy,21-10-2025,Goa,Gold,45-54,Web,,Social Media,
CUST02587,Amit Rao,2026/05/19,Darjeeling,Gold,25-34,android,M,Social Media,
CUST02588,Vikram Rao,14-11-2024,Jodhpur,None,55+,,M,Social Media,Leisure
CUST02589,Gaurav Kumar,08-10-2025,Manali,Platinum,35-44,,M,Referral,Solo
CUST02590,Anjali Agarwal,02-10-2024,Benaras,None,45-54,,F,App Install,Business
CUST02591,Suresh Bhat,22-10-2025,Benaras,Silver,35-44,,M,App Install,
CUST02592,Gaurav Malhotra,22-10-2025,Calcutta,NA,,Android,M,App Install,
CUST02593,Kritika Reddy,17-07-2025,Goa,None,35-44,,F,App Install,
CUST02594,Vikram Kapoor,30-06-2026,Pune,Silver,55+,Web,M,Email Campaign,Leisure
CUST02595,Sunita Banerjee,2026/04/05,Bangalore,None,45-54,android,F,Organic Search,Leisure
CUST02596,Shreya Joshi,12-07-2024,Kochi,Silver,,,F,Email Campaign,Leisure
CUST02597,Swati Bhat,15-10-2024,Agra,Gold,18-24,IOS,,App Install,
CUST02598,Rahul Malhotra,2025/11/08,Kolkata,Silver,55+,,,Social Media,
CUST02599,Sanjay Nair,18-11-2023,Calcutta,None,25-34,,M,Paid Ads,Family
CUST02600,Nikhil Gupta,20-02-2026,Manali,Platinum,18-24,IOS,M,Email Campaign,Family
CUST02601,Pankaj Sharma,2024/01/03,Bangalore,silver,35-44,,M,Referral,Family
CUST02602,Deepika Banerjee,2024/02/07,Udaipur,Platinum,35-44,,,Organic Search,
CUST02603,Rajesh Agarwal,2024/05/09,Manali,None,55+,IOS,M,Referral,Solo
CUST02604,Swati Rao,15-04-2024,Ahmedabad,Platinum,55+,,F,App Install,Solo
CUST02605,Pankaj Bhat,09-09-2024,Udaipur,silver,45-54,Android,,Paid Ads,
CUST02606,Vivek Rao,2024/12/19,New Delhi ,None,,Web,M,Email Campaign,Leisure
CUST02607,Vinay Rao,2026/01/21,Ahmedabad,platinum,35-44,IOS,M,Social Media,Honeymoon
CUST02608,Vinay Bhat,2026/03/21,Darjeeling,Gold,35-44,,M,Social Media,
CUST02609,Pooja Rao,19-03-2024,New Delhi,None,18-24,Android,F,Organic Search,
CUST02610,Sneha Das,26-02-2025,Rishikesh,,25-34,android,F,Paid Ads,Business
CUST02611,Rohan Nair,2025/07/07,Rishikesh,Silver,35-44,Web,M,Paid Ads,Leisure
CUST02612,Suresh Menon,10-08-2024,Chennai,None,25-34,IOS,M,Referral,Honeymoon
CUST02613,Nisha Iyer,2026/09/08,varanasi,Silver,45-54,android,F,Paid Ads,Honeymoon
CUST02614,Priya Sharma,12-05-2025,Darjeeling,None,25-34,IOS,F,Email Campaign,Solo
CUST02615,Deepika Joshi,2025/06/24,Manali,None,35-44,android,F,Organic Search,
CUST02616,Arjun Iyer,2026/02/28,Mysuru,None,18-24,,M,Referral,
CUST02617,Deepak Malhotra,2023/10/22,Kochi,Silver,25-34,,M,Referral,Family
CUST02618,Rohan Agarwal,14-11-2023,Amritsar,Platinum,55+,,M,Referral,Honeymoon
CUST02619,Amit Sharma,15-10-2024,Darjeeling,None,55+,,M,Organic Search,Solo
CUST02620,Anjali Kapoor,25-10-2024,Darjeeling,silver,25-34,,,Organic Search,Honeymoon
CUST02621,Meera Chopra,2025/08/09,Udaipur,Gold,35-44,Android,F,Organic Search,Business
CUST02622,Ananya Mehta,2025/12/07,Agra,None,55+,,F,Email Campaign,Leisure
CUST02623,Ashish Joshi,2024/01/24,Hyderabad,silver,18-24,,M,App Install,Family
CUST02624,Ananya Mehta,2023/11/27,varanasi,Silver,,,F,Social Media,
CUST02625,Karan Kumar,28-10-2025,Manali,None,55+,,M,Organic Search,Honeymoon
CUST02626,Karan Gupta,2026/05/03,Bangalore,silver,18-24,android,M,Paid Ads,Solo
CUST02627,Shreya Menon,2026/03/31,Lucknow,Gold,35-44,,F,Paid Ads,
CUST02628,Manoj Agarwal,03-09-2024,Lucknow,Gold,18-24,,M,App Install,Solo
CUST02629,Rohan Agarwal,23-08-2026,Shimla,,25-34,android,M,Referral,Solo
CUST02630,Preeti Agarwal,2025/06/28,Chennai,Silver,18-24,,F,Organic Search,
CUST02631,Sanjay Banerjee,2025/02/22,Mysuru,Gold,35-44,,M,Social Media,Leisure
CUST02632,Arjun Sharma,2026/01/05,Jaipur,Gold,35-44,Web,,Referral,Business
CUST02633,Rahul Patel,2026/01/15,varanasi,,25-34,android,M,Paid Ads,
CUST02634,Nisha Nair,2026/05/20,Jodhpur,Platinum,55+,IOS,F,Referral,
CUST02635,Sneha Menon,2025/11/09,Rishikesh,Silver,25-34,,F,Paid Ads,Business
CUST02636,Meera Mehta,2024/05/01,Rishikesh,none,18-24,,F,Organic Search,
CUST02637,Sunita Das,03-05-2024,Calcutta,None,55+,,F,Paid Ads,Honeymoon
CUST02638,Rahul Banerjee,02-06-2025,Bengaluru,Silver,18-24,,,App Install,
CUST02639,Suresh Agarwal,2025/08/10,Ahmedabad,Silver,45-54,IOS,,Email Campaign,
CUST02640,Aditya Bhat,19-04-2025,Pune,silver,,,,Email Campaign,Solo
CUST02641,Priya Patel,01-06-2026,varanasi,Gold,,,F,Organic Search,Solo
CUST02642,Swati Nair,02-04-2025,Ahmedabad,None,55+,Web,,Referral,Solo
CUST02643,Pankaj Bhat,11-05-2026,Jodhpur,none,45-54,IOS,M,Referral,Honeymoon
CUST02644,Vivek Patel,04-03-2024,Chennai,Silver,45-54,,M,Paid Ads,Family
CUST02645,Manoj Malhotra,2026/09/14,Rishikesh,Silver,35-44,,,Referral,Business
CUST02646,Amit Gupta,2025/11/12,Ahmedabad,None,18-24,,M,Referral,
CUST02647,Preeti Rao,2024/05/05,New Delhi,Silver,,,F,Social Media,Leisure
CUST02648,Rohan Agarwal,10-01-2026,Lucknow,platinum,45-54,,M,App Install,Leisure
CUST02649,Rahul Singh,2026/03/12,Lucknow,None,18-24,,M,Email Campaign,
CUST02650,Nisha Rao,2025/11/25,Varanasi,None,35-44,,F,Referral,
CUST02651,Shreya Iyer,24-07-2025,Manali,Silver,35-44,,F,Organic Search,
CUST02652,Pooja Joshi,2026/03/11,delhi,Silver,55+,,F,Paid Ads,Business
CUST02653,Deepika Joshi,2025/05/23,Darjeeling,Gold,45-54,android,F,Social Media,Family
CUST02654,Ravi Rao,2026/06/02,MUMBAI,None,18-24,,M,Paid Ads,Family
CUST02655,Nikhil Mehta,2025/01/09,Jodhpur,Gold,,,,Paid Ads,Leisure
CUST02656,Vikram Kapoor,30-07-2026,Mysuru,Platinum,55+,iOS,M,Paid Ads,Honeymoon
CUST02657,Nisha Kapoor,2023/11/03,Rishikesh,Silver,35-44,,,Referral,Solo
CUST02658,Arjun Iyer,08-05-2025,Rishikesh,None,35-44,iOS,M,Organic Search,
CUST02659,Anil Singh,25-12-2025,bengaluru,Silver,,iOS,M,Email Campaign,Business
CUST02660,Isha Iyer,21-03-2024,kolkata,None,18-24,IOS,,Email Campaign,
CUST02661,Isha Agarwal,2026/06/27,Darjeeling,silver,35-44,,F,Email Campaign,Family
CUST02662,Swati Joshi,12-12-2023,Udaipur,None,,,,Organic Search,
CUST02663,Sanjay Rao,25-05-2026,Chennai,platinum,55+,,,Social Media,Business
CUST02664,Ananya Verma,2026/05/19,Manali,None,18-24,,,Organic Search,Business
CUST02665,Ritu Menon,15-08-2026,bengaluru,None,35-44,,F,App Install,Family
CUST02666,Aditya Nair,08-10-2025,Udaipur,None,,Web,M,Referral,Family
CUST02667,Swati Reddy,2025/09/30,Rishikesh,Platinum,,,F,Referral,Honeymoon
CUST02668,Ananya Kumar,2026/07/18,Agra,Platinum,45-54,iOS,F,Email Campaign,
CUST02669,Shalini Sharma,01-12-2023,Kolkata,Silver,,,F,Email Campaign,Solo
CUST02670,Nikhil Rao,04-02-2024,Shimla,NA,45-54,,M,Paid Ads,Honeymoon
CUST02671,Ananya Patel,31-07-2024,Lucknow,Gold,18-24,,F,Email Campaign,Leisure
CUST02672,Anita Gupta,2024/11/29,Jaipur,Silver,25-34,,F,App Install,Honeymoon
CUST02673,Nikhil Reddy,2026/07/21,Hyderabad,Silver,,,M,Organic Search,Solo
CUST02674,Pooja Gupta,16-11-2025,mumbai,Platinum,25-34,IOS,F,App Install,Solo
CUST02675,Ananya Verma,2024/07/28,Lucknow,Silver,,,F,Social Media,
CUST02676,Shalini Menon,2024/03/31,Manali,GOLD,18-24,,F,App Install,
CUST02677,Ravi Sharma,2025/02/06,Mysuru,Gold,55+,iOS,M,Email Campaign,Family
CUST02678,Sneha Agarwal,2024/06/28,Ahmedabad,Platinum,25-34,,F,Social Media,Honeymoon
CUST02679,Deepika Chopra,07-05-2024,Jaipur,None,18-24,Web,F,Paid Ads,Business
CUST02680,Manoj Nair,13-06-2026,Goa,Silver,,Web,,Social Media,Family
CUST02681,Karan Kumar,26-06-2024,Amritsar,Silver,55+,,M,Organic Search,Honeymoon
CUST02682,Neha Joshi,2025/05/29,Mysuru,Silver,35-44,,,Social Media,
CUST02683,Manoj Banerjee,20-01-2026,Delhi,,18-24,iOS,M,Organic Search,Business
CUST02684,Karan Singh,03-10-2024,Ahmedabad,Silver,45-54,iOS,M,Email Campaign,
CUST02685,Anjali Kapoor,12-12-2025,Goa,Silver,55+,,F,Paid Ads,Business
CUST02686,Anjali Patel,30-03-2025,Jodhpur,Silver,35-44,android,F,Organic Search,Family
CUST02687,Vinay Verma,2026/09/01,Mysuru,None,45-54,,,Referral,
CUST02688,Suresh Chopra,22-07-2026,varanasi,None,35-44,Web,M,Organic Search,Family
CUST02689,Karan Verma,2026/08/12,Ahmedabad,GOLD,,,,Organic Search,Business
CUST02690,Sneha Rao,2024/03/25,Shimla,Gold,45-54,IOS,,Email Campaign,Leisure
CUST02691,Ritu Patel,20-03-2026,New Delhi,None,18-24,,F,Social Media,
CUST02692,Nikhil Gupta,2026/06/03,Goa,None,,IOS,M,Referral,Business
CUST02693,Deepak Das,25-06-2024,delhi,Silver,18-24,Web,,Email Campaign,Leisure
CUST02694,Kritika Nair,08-02-2024,Shimla,Gold,,,,Email Campaign,Family
CUST02695,Ritu Malhotra,22-12-2024,Manali,,35-44,iOS,F,Email Campaign,Solo
CUST02696,Rajesh Menon,2025/11/27,Rishikesh,Gold,18-24,,M,Organic Search,Leisure
CUST02697,Karan Menon,14-09-2024,Delhi,Platinum,18-24,,,Referral,
CUST02698,Deepak Kapoor,21-02-2026,varanasi,Platinum,18-24,iOS,M,Organic Search,Solo
CUST02699,Arjun Kumar,16-05-2026,Kolkata,None,55+,,M,Referral,Leisure
CUST02700,Shreya Verma,01-10-2024,Rishikesh,Gold,45-54,IOS,F,App Install,Solo
CUST02701,Sneha Kumar,16-07-2024,DELHI,GOLD,45-54,,,Email Campaign,Family
CUST02702,Nisha Kumar,2024/10/23,Varanasi,Silver,,Android,F,Social Media,Business
CUST02703,Anil Patel,21-05-2025,MUMBAI,None,55+,,M,Email Campaign,Leisure
CUST02704,Manoj Chopra,2025/05/05,Kochi,None,,,M,Referral,
CUST02705,Rajesh Singh,13-10-2024,MUMBAI,Silver,18-24,Android,M,Email Campaign,
CUST02706,Priya Rao,2024/02/02,Darjeeling,None,18-24,Web,F,Email Campaign,Solo
CUST02707,Amit Joshi,02-08-2026,Jaipur,Silver,,android,M,Paid Ads,
CUST02708,Nisha Menon,2026/07/22,Manali,Gold,25-34,,F,Email Campaign,
CUST02709,Meera Das,2023/10/07,Darjeeling,,,,,Email Campaign,Business
CUST02710,Ritu Agarwal,10-01-2025,Pune,None,,IOS,F,Referral,Honeymoon
CUST02711,Isha Singh,08-07-2024,mumbai,Platinum,18-24,,F,App Install,
CUST02712,Neha Rao,2026/02/10,Amritsar,Silver,25-34,IOS,,Organic Search,
CUST02713,Nikhil Menon,2024/08/09,Goa,Silver,35-44,,M,Social Media,Leisure
CUST02714,Kritika Reddy,2024/01/12,Ahmedabad,Gold,25-34,,F,Referral,Family
CUST02715,Pooja Kapoor,08-12-2024,Amritsar,silver,55+,,F,Organic Search,
CUST02716,Pankaj Chopra,11-04-2024,Jaipur,Gold,,,M,Email Campaign,Business
CUST02717,Anita Chopra,03-10-2023,New Delhi,Silver,18-24,,,Organic Search,Business
CUST02718,Ananya Reddy,2026/05/13,kolkata,None,45-54,Android,,Organic Search,Family
CUST02719,Anjali Reddy,07-03-2026,Hyderabad,None,45-54,IOS,F,Email Campaign,Business
CUST02720,Anita Chopra,2025/07/17,Goa,silver,55+,,,Organic Search,Honeymoon
CUST02721,Deepika Singh,2026/07/09,Mysuru,None,25-34,,,Organic Search,Solo
CUST02722,Nisha Rao,2025/06/14,Darjeeling,Platinum,,android,F,App Install,
CUST02723,Isha Das,06-05-2024,Delhi,None,18-24,,F,Email Campaign,Business
CUST02724,Isha Kapoor,20-02-2025,Kochi,none,18-24,,F,Social Media,Leisure
CUST02725,Amit Agarwal,2024/02/16,Mysuru,Silver,18-24,,,Referral,Business
CUST02726,Ashish Kapoor,2026/03/30,Udaipur,Gold,25-34,,M,Social Media,Solo
CUST02727,Ashish Nair,2024/10/20,Bengaluru ,Silver,,,M,Social Media,
CUST02728,Vivek Banerjee,2024/06/21,Shimla,Gold,25-34,,,Referral,Honeymoon
CUST02729,Manoj Iyer,23-11-2024,Manali,silver,45-54,iOS,M,App Install,Business
CUST02730,Sneha Verma,09-10-2025,Lucknow,Silver,,,F,Referral,Business
CUST02731,Vikram Das,18-10-2025,varanasi,,18-24,android,M,Paid Ads,
CUST02732,Deepak Chopra,26-12-2023,Jodhpur,None,,,,Email Campaign,Leisure
CUST02733,Vikram Verma,16-11-2025,Shimla,Gold,45-54,,,Paid Ads,Business
CUST02734,Swati Menon,2024/04/09,kolkata,None,,,F,Referral,Leisure
CUST02735,Priya Agarwal,2023/10/10,Kolkata,None,55+,,F,App Install,Leisure
CUST02736,Sunita Joshi,14-11-2024,Calcutta,GOLD,18-24,,F,Paid Ads,Business
CUST02737,Kritika Reddy,19-04-2026,Rishikesh,Platinum,35-44,android,F,Referral,Leisure
CUST02738,Kritika Singh,18-08-2024,Hyderabad,Platinum,18-24,Android,F,Referral,
CUST02739,Pankaj Bhat,24-12-2023,Kochi,None,,,M,Social Media,
CUST02740,Aditya Agarwal,2024/10/15,Bengaluru,None,25-34,,,App Install,Honeymoon
CUST02741,Anil Verma,2025/07/28,Manali,Gold,45-54,android,M,Email Campaign,
CUST02742,Aditya Sharma,2024/03/14,bengaluru,None,45-54,,M,App Install,Honeymoon
CUST02743,Aditya Bhat,23-08-2024,Mumbai,None,45-54,,M,Paid Ads,Business
CUST02744,Neha Malhotra,19-02-2025,bengaluru,Silver,,,F,Organic Search,Family
CUST02745,Gaurav Kumar,2023/10/27,Varanasi,None,35-44,Android,M,Social Media,
CUST02746,Priya Verma,23-05-2026,Ahmedabad,None,55+,,F,Social Media,Business
CUST02747,Shreya Das,2024/01/11,Pune,None,25-34,IOS,F,App Install,
CUST02748,Anjali Kapoor,2025/08/19,Lucknow,none,18-24,,,App Install,Solo
CUST02749,Preeti Patel,29-04-2024,Hyderabad,None,35-44,,F,Email Campaign,Family
CUST02750,Rohan Sharma,22-09-2024,Kochi,Gold,25-34,,M,Social Media,
CUST02751,Nikhil Menon,2024/12/26,varanasi,Gold,45-54,,M,Email Campaign,Business
CUST02752,Rohan Kapoor,2025/05/14,Rishikesh,platinum,45-54,iOS,M,Social Media,Leisure
CUST02753,Preeti Agarwal,2026/07/21,Darjeeling,None,25-34,,F,Paid Ads,
CUST02754,Priya Mehta,2024/09/22,Amritsar,Silver,,,,App Install,Business
CUST02755,Ashish Reddy,2025/06/29,Amritsar,None,,,M,Social Media,Leisure
CUST02756,Priya Verma,20-07-2024,Ahmedabad,platinum,35-44,iOS,F,Paid Ads,Honeymoon
CUST02757,Ananya Patel,2026/03/04,Amritsar,Gold,18-24,IOS,F,Email Campaign,Family
CUST02758,Gaurav Das,13-08-2024,Rishikesh,Silver,35-44,,M,Paid Ads,
CUST02759,Vinay Chopra,2026/01/30,Kochi,GOLD,45-54,,M,Social Media,Honeymoon
CUST02760,Deepak Kapoor,18-01-2024,Jaipur,None,,,M,Paid Ads,Honeymoon
CUST02761,Anjali Singh,2024/09/16,Lucknow,Silver,55+,,F,Paid Ads,Business
CUST02762,Sneha Das,2026/07/30,Rishikesh,Silver,,android,F,Paid Ads,
CUST02763,Sanjay Reddy,08-05-2026,Ahmedabad,Gold,45-54,,M,App Install,Business
CUST02764,Sneha Menon,07-01-2026,Goa,Gold,45-54,,F,Referral,
CUST02765,Pooja Rao,2026/04/22,Chennai,silver,35-44,,F,Referral,Solo
CUST02766,Karan Chopra,2024/11/06,Benaras,GOLD,18-24,,,App Install,
CUST02767,Deepika Gupta,2025/06/17,Agra,None,45-54,,F,Email Campaign,
CUST02768,Sunita Nair,2026/08/18,Shimla,Platinum,35-44,Web,F,Referral,Business
CUST02769,Vivek Singh,2024/11/19,Jodhpur,None,25-34,Web,M,Referral,Family
CUST02770,Swati Das,2025/03/02,Jodhpur,Silver,55+,,F,App Install,Honeymoon
CUST02771,Ananya Iyer,14-12-2024,Shimla,None,35-44,,F,Organic Search,
CUST02772,Kritika Verma,08-12-2025,Jaipur,Gold,18-24,,,Social Media,Honeymoon
CUST02773,Vikram Chopra,13-11-2024,Benaras,Platinum,55+,,M,Social Media,
CUST02774,Priya Iyer,2026/04/08,Ahmedabad,Gold,,IOS,F,Referral,Leisure
CUST02775,Rajesh Banerjee,04-02-2024,Udaipur,Gold,45-54,,M,App Install,Honeymoon
CUST02776,Swati Joshi,27-07-2026,Hyderabad,Gold,55+,,F,Email Campaign,Solo
CUST02777,Rajesh Sharma,2026/02/27,Udaipur,None,35-44,,,Organic Search,Leisure
CUST02778,Kavita Malhotra,14-04-2024,mumbai,Gold,18-24,,F,App Install,Business
CUST02779,Kavita Kapoor,2025/09/04,Jaipur,GOLD,35-44,,F,Paid Ads,
CUST02780,Ritu Kapoor,23-05-2026,Calcutta,Silver,25-34,Android,F,Referral,Leisure
CUST02781,Deepika Bhat,29-06-2025,Agra,Platinum,35-44,,F,Organic Search,Leisure
CUST02782,Ritu Gupta,2024/05/17,Chennai,platinum,45-54,Web,F,Email Campaign,Family
CUST02783,Anjali Sharma,26-11-2024,Mysuru,Gold,55+,,F,App Install,Business
CUST02784,Deepak Mehta,2026/01/30,Bengaluru,Gold,45-54,,,Social Media,Business
CUST02785,Anjali Mehta,06-02-2025,Mumbai,None,,IOS,F,Paid Ads,
CUST02786,Manoj Menon,2024/05/27,Ahmedabad,None,25-34,,M,Social Media,Leisure
CUST02787,Rohan Menon,29-09-2023,DELHI,Silver,,,M,Organic Search,
CUST02788,Divya Bhat,07-05-2025,Agra,None,45-54,,,App Install,
CUST02789,Arjun Rao,2025/09/25,Manali,None,35-44,Android,M,Social Media,Leisure
CUST02790,Aditya Agarwal,28-02-2026,Goa,None,,,,Referral,Solo
CUST02791,Rahul Sharma,2025/05/21,Mumbai,Silver,18-24,Web,M,Social Media,Leisure
CUST02792,Rohan Das,2024/11/12,Udaipur,Silver,18-24,,M,Referral,
CUST02793,Kavita Iyer,2024/10/15,Jodhpur,None,,,F,Email Campaign,
CUST02794,Ananya Kumar,2025/06/14,Agra,Silver,45-54,,F,Organic Search,Business
CUST02795,Pooja Reddy,17-05-2025,Chennai,Silver,55+,,F,Referral,
CUST02796,Karan Singh,2026/05/11,Darjeeling,,45-54,Android,,Referral,Family
CUST02797,Karan Nair,02-04-2025,Bengaluru ,None,25-34,,,Paid Ads,Solo
CUST02798,Vivek Iyer,08-04-2025,Bengaluru,Gold,35-44,Web,,Social Media,
CUST02799,Swati Bhat,2024/07/04,Lucknow,none,35-44,iOS,F,Paid Ads,Leisure
CUST02800,Ashish Chopra,11-04-2026,Hyderabad,None,55+,,M,Email Campaign,Solo
CUST02801,Ananya Joshi,17-08-2026,mumbai,Platinum,55+,,F,App Install,Honeymoon
CUST02802,Manoj Agarwal,09-03-2026,kolkata,GOLD,55+,android,M,Referral,Leisure
CUST02803,Anil Rao,16-11-2024,varanasi,None,55+,android,M,Referral,
CUST02804,Anita Sharma,2025/01/20,Jodhpur,GOLD,18-24,IOS,F,Organic Search,Business
CUST02805,Neha Rao,2026/07/27,Kochi,Gold,,,,Social Media,Family
CUST02806,Rajesh Malhotra,2026/09/15,delhi,Silver,18-24,IOS,M,Paid Ads,Business
CUST02807,Suresh Rao,2024/01/09,Goa,Silver,35-44,,,Organic Search,Business
CUST02808,Shreya Das,2025/06/02,Hyderabad,None,35-44,,F,Social Media,Solo
CUST02809,Shalini Rao,01-03-2026,Hyderabad,Gold,,,F,App Install,Solo
CUST02810,Ritu Das,2025/02/28,Ahmedabad,None,25-34,Android,F,Organic Search,Family
CUST02811,Shreya Malhotra,16-09-2025,Jodhpur,Gold,25-34,,F,Email Campaign,Honeymoon
CUST02812,Ravi Iyer,2026/07/13,Chennai,None,35-44,,,Organic Search,
CUST02813,Shreya Verma,23-12-2024,Jaipur,Silver,35-44,,F,Social Media,Business
CUST02814,Sneha Patel,2023/09/17,Manali,GOLD,,,F,App Install,
CUST02815,Preeti Kumar,2024/03/10,Rishikesh,Gold,,iOS,F,Referral,
CUST02816,Rajesh Iyer,2023/12/16,Pune,Gold,18-24,,M,Paid Ads,Solo
CUST02817,Pankaj Reddy,2025/01/10,Ahmedabad,Gold,25-34,,M,App Install,Honeymoon
CUST02818,Sneha Iyer,2023/10/01,Kolkata,none,25-34,Web,F,Email Campaign,Family
